Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
3,4294967295,73,47,DequantSwigluQuant,DequantSwigluQuant,dynamic,AI_VECTOR_CORE,1788186117753704.575	,9.200,91.950000,36,0,NO,"""9216,4096;1,4096;9216;;1,2048;;1""",INT32;FLOAT;FLOAT;DT_UNDEFINED;FLOAT;DT_UNDEFINED;INT64,ND;ND;ND;NULL;ND;NULL;ND,"""9216,2048;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,327309,0.057,0.01,1.842,0.334,0.722,0.131,0.005,0.001,0.187,0.000
3,4294967295,74,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117755633.135	,38.400,1919.550000,20,20,NO,"""9216,2048;1,2048,7168;;1,7168;;;;1;9216""",INT8;INT8;INT32;DT_BF16;FLOAT;FLOAT16;FLOAT16;INT64;FLOAT,ND;NCL;ND;ND;ND;ND;ND;ND;ND,"""9216,7168""",DT_BF16,ND,0,29.685,979616,1.453,0.049,13.575,0.457,4.689,0.158,18.573,0.626,4.822,0.162,0.038,29.361,968913,0.207,0.007,4.624,0.157,2.089,0.071,0.185,0.006,0.127,77.306
3,4294967295,75,47,aclnnDynamicQuantV2_DynamicQuant_DynamicQuant,DynamicQuant,dynamic,AI_VECTOR_CORE,1788186117756334.435	,329.840,662.850000,40,0,NO,"""9216,7168""",DT_BF16,ND,"""9216,7168;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.111,21457306,188.861,0.581,29.97,0.092,291.747,0.897,156.489,0.481,0.005,0.000
3,4294967295,76,47,clear_ops,clear_ops,dynamic,MIX_AIC,1788186117756665.615	,30.240,1.160000,20,40,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,28.0,923993,0.0,0.0,4.53,0.162,0.001,0.0,0.001,0.0,0.001,0.0,0.129,27.896,1841163,0.008,0.0,3.75,0.134,0.001,0.0,0.001,0.0,0.148,92.592
3,4294967295,77,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117758180.415	,52.360,1484.760000,20,0,NO,"""9216,7168;1,7168,4096;;;;;;1""",INT8;INT8;INT32;UINT64;FLOAT;FLOAT16;FLOAT16;INT64,ND;NCL;ND;ND;ND;ND;ND;ND,"""9216,4096""",INT32,ND,0,38.487,1270058,2.905,0.075,8.919,0.232,9.37,0.243,32.696,0.85,2.448,0.064,0.022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.504
3,4294967295,78,47,DequantSwigluQuant,DequantSwigluQuant,dynamic,AI_VECTOR_CORE,1788186117758332.955	,8.620,100.140000,36,0,NO,"""9216,4096;1,4096;9216;;1,2048;;1""",INT32;FLOAT;FLOAT;DT_UNDEFINED;FLOAT;DT_UNDEFINED;INT64,ND;ND;ND;NULL;ND;NULL;ND,"""9216,2048;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.003,297165,0.057,0.011,1.523,0.304,0.551,0.11,0.005,0.001,0.185,0.000
3,4294967295,79,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117760267.535	,39.420,1925.880000,20,20,NO,"""9216,2048;1,2048,7168;;1,7168;;;;1;9216""",INT8;INT8;INT32;DT_BF16;FLOAT;FLOAT16;FLOAT16;INT64;FLOAT,ND;NCL;ND;ND;ND;ND;ND;ND;ND,"""9216,7168""",DT_BF16,ND,0,30.615,1010292,1.453,0.047,13.882,0.453,4.693,0.153,19.077,0.623,5.074,0.166,0.04,30.296,999774,0.204,0.007,4.589,0.151,2.086,0.069,0.177,0.006,0.127,77.663
3,4294967295,80,47,aclnnDynamicQuantV2_DynamicQuant_DynamicQuant,DynamicQuant,dynamic,AI_VECTOR_CORE,1788186117760960.495	,330.980,653.580000,40,0,NO,"""9216,7168""",DT_BF16,ND,"""9216,7168;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.065,21388318,188.857,0.583,29.893,0.092,291.615,0.9,162.374,0.501,0.005,0.000
3,4294967295,81,47,clear_ops,clear_ops,dynamic,MIX_AIC,1788186117761292.815	,30.380,1.270000,20,40,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,28.188,930213,0.0,0.0,4.573,0.162,0.001,0.0,0.001,0.0,0.001,0.0,0.127,28.089,1853863,0.008,0.0,3.789,0.135,0.001,0.0,0.001,0.0,0.15,92.786
3,4294967295,82,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117762801.235	,51.940,1478.120000,20,0,NO,"""9216,7168;1,7168,4096;;;;;;1""",INT8;INT8;INT32;UINT64;FLOAT;FLOAT16;FLOAT16;INT64,ND;NCL;ND;ND;ND;ND;ND;ND,"""9216,4096""",INT32,ND,0,38.083,1256723,2.905,0.076,8.851,0.232,9.371,0.246,32.348,0.849,2.433,0.064,0.022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.320
3,4294967295,83,47,DequantSwigluQuant,DequantSwigluQuant,dynamic,AI_VECTOR_CORE,1788186117762960.795	,8.640,107.560000,36,0,NO,"""9216,4096;1,4096;9216;;1,2048;;1""",INT32;FLOAT;FLOAT;DT_UNDEFINED;FLOAT;DT_UNDEFINED;INT64,ND;ND;ND;NULL;ND;NULL;ND,"""9216,2048;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.913,291824,0.057,0.012,1.51,0.307,0.529,0.108,0.005,0.001,0.187,0.000
3,4294967295,84,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117764890.455	,39.020,1921.110000,20,20,NO,"""9216,2048;1,2048,7168;;1,7168;;;;1;9216""",INT8;INT8;INT32;DT_BF16;FLOAT;FLOAT16;FLOAT16;INT64;FLOAT,ND;NCL;ND;ND;ND;ND;ND;ND;ND,"""9216,7168""",DT_BF16,ND,0,29.994,989807,1.453,0.048,12.658,0.422,4.69,0.156,18.731,0.624,4.867,0.162,0.04,29.703,980196,0.208,0.007,4.378,0.147,1.801,0.061,0.182,0.006,0.127,76.869
3,4294967295,85,47,aclnnDynamicQuantV2_DynamicQuant_DynamicQuant,DynamicQuant,dynamic,AI_VECTOR_CORE,1788186117765640.235	,329.780,710.730000,40,0,NO,"""9216,7168""",DT_BF16,ND,"""9216,7168;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.06,21387946,188.858,0.583,29.941,0.092,291.408,0.899,164.275,0.507,0.005,0.000
3,4294967295,86,47,clear_ops,clear_ops,dynamic,MIX_AIC,1788186117765971.255	,29.460,1.220000,20,40,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,27.177,896847,0.0,0.0,4.647,0.171,0.001,0.0,0.001,0.0,0.001,0.0,0.128,27.075,1786969,0.008,0.0,3.749,0.138,0.001,0.0,0.001,0.0,0.149,92.251
3,4294967295,87,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117767471.195	,51.820,1470.540000,20,0,NO,"""9216,7168;1,7168,4096;;;;;;1""",INT8;INT8;INT32;UINT64;FLOAT;FLOAT16;FLOAT16;INT64,ND;NCL;ND;ND;ND;ND;ND;ND,"""9216,4096""",INT32,ND,0,37.932,1251761,2.905,0.077,8.834,0.233,9.377,0.247,32.262,0.851,2.428,0.064,0.022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.200
